,date,monthOfYear,abortion,abused-drugs,adult,alcohol-and-tobacco,any,auctions,block-list,business-and-economy,command-and-control,computer-and-internet-info,content-delivery-networks,copyright-infringement,cryptocurrency,dating,dynamic-dns,educational-institutions,entertainment-and-arts,extremism,financial-services,gambling,games,government,grayware,hacking,health-and-medicine,home-and-garden,hunting-and-fishing,insufficient-content,internet-communications-and-telephony,internet-portals,job-search,legal,malware,military,motor-vehicles,music,news,not-resolved,nudity,online-storage-and-backup,parked,peer-to-peer,personal-sites-and-blogs,philosophy-and-political-advocacy,phishing,private-ip-addresses,proxy-avoidance-and-anonymizers,questionable,real-estate,recreation-and-hobbies,reference-and-research,religion,search-engines,sex-education,shareware-and-freeware,shopping,social-networking,society,sports,stock-advice-and-tools,streaming-media,swimsuits-and-intimate-apparel,training-and-tools,translation,travel,unknown,weapons,web-advertisements,web-based-email,web-hosting
0,2019-04-01,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
1,2019-04-02,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
2,2019-04-03,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
3,2019-04-04,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
4,2019-04-05,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
5,2019-04-06,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
6,2019-04-07,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
7,2019-04-08,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
8,2019-04-09,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
9,2019-04-10,2019-04,0.0,0.02060211030766366,0.36565020913258195,0.02036652597598729,1.279163236014912,0.3432764541357755,0.0,0.5516020788992237,0.0,1.6667951495785798,7.391280734848062,0.11659462819807224,0.0,0.17689250186085698,8.794479072093964e-06,0.9218283832888119,3.588320336304605,0.0,0.19899381769614086,0.03325880342163143,1.2083826946237912,0.12880509921039143,0.0,0.0006410107016563,0.13215292016552252,0.1220154571346938,0.0452767191454768,1.5658374820292618,0.11006387006924594,0.04912708191709081,0.06819743057712911,0.0274000050500035,0.002414559479802816,0.0585324349813163,0.12794574842389136,4.8708972707390785,1.1984942798192302,0.0008205967023968,0.0,1.3212247866972842,0.05729518714360891,0.0010053633401790995,0.14566396015950223,0.05772051610983904,5.559669807553291e-05,0.08709015244884148,0.020366594381630392,0.06241138341526187,0.291678964626044,0.16067883372306824,0.18335760910721383,0.023304732143878907,0.7169062207266689,0.0,0.13142363319639114,0.3174784423899837,5.454177023776408,0.3783797263167798,0.1927580283178637,0.015727928839623907,14.363005312728799,0.0011136624962091,0.12362512151765467,0.03756121732294557,2.9645803165622056,0.09503977896215822,0.0224804384633898,0.372858960780182,0.8176237381412647,0.08348424240414583
