,date,monthOfYear,abortion,abused-drugs,adult,alcohol-and-tobacco,any,auctions,block-list,business-and-economy,command-and-control,computer-and-internet-info,content-delivery-networks,copyright-infringement,cryptocurrency,dating,dynamic-dns,educational-institutions,entertainment-and-arts,extremism,financial-services,gambling,games,government,grayware,hacking,health-and-medicine,home-and-garden,hunting-and-fishing,insufficient-content,internet-communications-and-telephony,internet-portals,job-search,legal,malware,military,motor-vehicles,music,news,not-resolved,nudity,online-storage-and-backup,parked,peer-to-peer,personal-sites-and-blogs,philosophy-and-political-advocacy,phishing,private-ip-addresses,proxy-avoidance-and-anonymizers,questionable,real-estate,recreation-and-hobbies,reference-and-research,religion,search-engines,sex-education,shareware-and-freeware,shopping,social-networking,society,sports,stock-advice-and-tools,streaming-media,swimsuits-and-intimate-apparel,training-and-tools,translation,travel,unknown,weapons,web-advertisements,web-based-email,web-hosting,totalUsage,"('dataUsage', 'Base/KPN')","('dataUsage', 'Base/KPN BE')","('dataUsage', 'E-Plus')","('dataUsage', 'H3G')","('dataUsage', 'T-mobile/Telekom')","('dataUsage', 'T-mobile/Telekom DE')","('dataUsage', 'TDC Denmark')","('dataUsage', 'TDC Denmark DK')","('dataUsage', 'Tele2 Sverige AB')","('dataUsage', 'Telenor (Vodafone)')","('dataUsage', 'Telenor/Sonofon')","('dataUsage', 'Telenor/Sonofon DK')","('dataUsage', 'Telia')","('dataUsage', 'Telia DK')","('dataUsage', 'Telia Mobile SE')","('dataUsage', 'Vodafone D2')","('dataUsage', 'Vodafone D2 DE')"
0,2019-04-01,2019-04,0.0,0.0006850488270997408,0.0005559132051749914,0.004198683925340274,0.7750537015825422,0.01718612286786845,0.0,0.18664528566911184,5.081329709992914e-06,0.9766011816539086,2.4770961888451692,0.056603763886461794,0.0,0.019070056978439227,0.00048484972837932385,0.004615535816180292,1.6006457280476314,3.394248727445022e-05,0.004285378238220619,0.03588623669308098,0.04543348631888469,0.009065334708851498,0.0,0.00022514132101410998,0.00948073168763156,0.004635624343307102,0.0003802641438631512,0.027204002778740154,0.006203845753909522,0.01162116864150057,0.008416532186942556,0.01670950273529737,0.001970073305150827,0.00679191993758412,0.010000958186592147,0.09614524784481639,0.05247201855394826,2.535022545068446e-05,2.6310417745331722e-05,0.03371259430226307,0.00011431139377899267,0.0011109741427743056,0.04468355668295926,0.0013285842198723682,0.02952207077983541,0.010300905367149152,0.04415855022973742,0.008544582720767697,0.008159913534284984,0.021371088431601428,0.007648381999195732,0.003164114327017415,0.12353558120033134,0.0001964704931132226,0.0020748147230155055,0.09543530209084077,0.3181018478071476,0.0007306427029277244,0.005389475051159386,8.173546294286135e-05,0.33615519889874196,0.00023940108115237183,0.0010961353268402526,0.004209642564820804,0.2392479066862109,0.002909856345998237,7.088755334381737e-05,0.021214327468772966,0.20277364898851988,0.0031651172809185777,0.11643105384710055,0.0,0.0,0.0,0.0,0.0,0.0,1.8324809136101976,0.0,0.0,0.0,0.00388867361471055,0.0,0.0,0.0,0.0,0.0,0.0
1,2019-04-02,2019-04,0.0,0.00010578613362428878,0.7555132282652696,0.0026893700506215425,0.07280262733787493,0.03418695994177369,0.0,0.2272609526562698,8.534562100159366e-08,2.004345483776041,3.5383481070888747,0.0264466495055388,0.0,0.023484492146681198,0.0009458990239860339,0.018988549187464322,2.4780353159074284,0.00041754057612664643,0.0010302740601385797,0.002632544576744608,0.522086422517907,0.002848453736883257,0.0,4.864679297532335e-05,0.07327210391140658,0.0021975701421927925,0.00027784335124669834,0.00883260275369299,0.009859881027802081,0.05014840033310358,0.03554398966236504,0.007663760342932373,0.0017672764355736478,0.0012872108399683878,0.019249341625307205,0.15983449435492447,0.04102736196335217,5.224863537735772e-05,5.013657318964569e-05,0.2529691185345664,0.0029423510921029058,4.369979720380303e-05,0.07178897074438975,0.002664926160747509,0.006577037256802487,0.001061272135191079,0.06441401622067235,0.004702376356604837,0.041890353866510806,0.0022154598189911803,0.01621532710915494,0.005914743195712081,0.006056580177622378,0.0001050867002366829,0.009792246865692909,0.027158871459146482,1.9417219569967301,0.0005777797184865971,0.024238108343742095,0.0013245300885815275,1.1328398062218223,0.00024187817556657116,0.005680096033296182,0.0032668342309883935,0.139249987069903,0.06251104492155672,0.0015182658780598397,0.4427030026389532,0.3664356038067997,0.02192935858075137,0.21394352090139296,0.0,0.0,0.0,0.0,0.0,0.0,4.813497533245633,0.0,0.0,0.0,0.3419471855740994,0.0,0.0,0.0,0.0,0.0,0.0
2,2019-04-03,2019-04,0.0,0.0017921368812121908,0.018608242798272803,0.01642919977130931,0.0913157980191611,0.08664514460453362,0.0,0.21625084487470994,1.06831924355128e-05,0.08480044487843515,2.2536609161658823,0.0067989839598095745,0.0,0.014272918169380826,0.0005813697372024702,0.07947994161524877,0.2776972896200558,3.169586983129359e-05,0.0058176249454921555,0.01658617186482389,0.11815827663321972,0.011038469036940989,0.0,3.876721749444753e-06,0.0037095319564724285,0.012850271671493095,0.0005838988737967535,0.0993541235914379,0.004896197893162048,0.034086588394246595,0.1230401070964558,0.014415915468434444,0.00038655764162473933,0.005577451541896512,0.014800635147719678,1.979390508898776,0.0165840118286171,2.0591612519066222e-05,7.170395229732844e-05,0.27139323141949945,7.858433648746465e-05,0.0005574374086475642,0.11724114161235268,0.0006605724504470035,0.002139256358260086,0.0010948365678314226,0.02981250117549099,0.0024478477857532415,0.006842522656941339,0.0968657046366141,0.0026200174986432765,0.012492021584959765,0.4727201225130691,0.0002339893333529761,0.0055344279934516315,0.007307294504080813,1.4898357450046003,0.10405515722253028,0.04368369152490721,0.00012716295081178697,5.45138852853071,0.00036104065342838445,0.08177847790955362,0.025681465550922995,0.08955753839201099,0.0020535543194192107,0.0008583867235313333,0.08157488323547142,0.13489936925798604,0.0014882686536401874,0.20500934255131048,0.0,0.0,0.0,0.0,0.0,0.0,6.754643262674411,0.0,0.0,0.0,0.46417711302638054,0.0,0.0,0.0,0.0,0.0,0.0
3,2019-04-04,2019-04,0.0,1.773914748009058e-05,0.006173653448582038,0.000951114827042097,0.1691730763193081,0.041155454502059596,0.0,0.00011790572925777654,1.4780497663777402e-05,0.8020364094845829,9.88957073208654,0.00030926148016805676,0.0,0.01308901549087115,0.0006977374882319328,0.11501987302043419,0.010642081275444502,5.157127990517426e-06,0.042766468418569244,0.000683305636645485,0.16794426190886053,0.00503629910082088,0.0,1.9719681562527386e-05,0.0016758009470748925,0.0005697553854667802,0.0017828474306662056,0.0850873864814988,0.20436465532528866,0.0009624361332329566,0.005362227896587653,0.0011172191185226503,0.00029748669523278683,0.00024234497807942848,0.0003301276665041297,0.9034870399170797,0.03596862816437847,2.307133161605523e-05,0.00014466617578809686,0.06696011012228498,0.034555597875782516,5.854809038258172e-05,0.010561143064228957,0.005834952589243384,4.679742751964829e-05,0.001193900950472693,0.004911070403753924,0.0010115992759875006,0.00203901443750444,0.0018491290172579276,0.025037540318177377,0.0015594793275794474,0.03589515034206826,0.0014859797905126928,0.0010506291575276831,0.011727453420730793,0.9630029357350097,0.007826621851876239,0.00893228040512335,0.0023649286436396655,0.29745026592419804,0.0015649619364473412,0.0006440130942779504,0.01072556483957525,0.009389907423394643,0.0074226591819878274,9.457233194325492e-05,0.04964644854124703,0.0029723683042021673,0.03482906481795211,0.20398051252381255,0.0,0.0,0.0,0.0,0.0,0.0,4.807385751511902,0.0,0.0,0.0,0.8533117792879542,0.0,0.0,0.0,0.0,0.0,0.0
4,2019-04-05,2019-04,0.0,0.0006355425572202633,0.39114673243385084,0.0014777718491418073,0.21914348424317734,0.002240674585687355,0.0,0.04352529668580337,9.353122027034421e-05,0.04749774357729933,0.03245251774499287,0.0063273280175897085,0.0,0.23191011731040323,0.0007966296159134381,0.03252957336258215,0.24970554424655825,1.0943577591263057e-05,0.13055275612385894,0.04653572322200061,0.08928631875349531,0.0032750629323041874,0.0,2.925690451624641e-05,0.001882777857201891,0.0031020791708363934,9.480303592982633e-05,0.029586158679505318,0.03070927449408775,0.004295495584913636,0.0014306085263004152,0.006180348728825356,7.098436049107454e-05,0.018624394612626542,0.005270691960921323,0.3280720843172487,0.005931813111709768,5.40276332527968e-06,9.239786500736919e-05,0.037508634699240415,0.0021121508329778704,0.0001684872246017471,0.004495723314773507,0.0009232947070548192,0.0008789720373176511,0.00836389040312302,7.987660409322059e-05,0.019517460140665185,0.020636960180478593,0.009230908400005094,0.04264933673685607,0.0030841196102259997,0.13539975022483325,0.0004156739615719961,0.019725306973060082,0.0033446155006389045,2.8765009172639044,0.03007764002763399,0.0027109235967171415,0.004977811779191085,0.09318566005467464,0.0009549938887387875,0.04642754239951765,0.0004878583937164807,1.2232598315402297,0.011202669455717278,0.005047205769143348,0.014193492475080957,0.0359305363688254,0.012354336797645063,0.0959132479506927,0.0,0.0,0.0,0.0,0.0,0.0,9.391139026110372,0.0,0.0,0.0,0.7626046757213771,0.0,0.0,0.0,0.0,0.0,0.0
5,2019-04-06,2019-04,0.0,2.5862830350658357e-06,0.12147558989002535,0.015947785137345884,0.1705923561377097,0.017043309134771884,0.0,0.17037862765658934,2.001695888576732e-06,0.041443047932216905,0.6567149267812854,0.19784983919834737,0.0,0.22817187215463008,0.0001631758408475282,0.004715944785685162,1.288914273066909,1.2993767213886292e-05,0.014086977973910546,0.007882752680991608,0.33146218975674385,0.09153684954215807,0.0,0.00035297199199815955,0.020964571506470887,0.011308555008589355,0.006237854030982992,0.030683962570351483,0.003136607424954091,0.014245647992382959,0.03559758767538055,0.0026461052458590377,0.00028958147552790754,0.002842978019150066,0.0019069860557385423,0.5302091145635378,0.045740986996516034,1.511248591556547e-06,7.348299794647483e-06,0.06477490296370352,0.00015424468632744471,3.855808680594378e-05,0.09721099083396316,0.0021196817181393054,0.0005982671824010654,0.0009434548447367058,0.00528889088758483,0.0006649243256532048,0.00036763927697474805,0.007185575550082733,0.0007635104601731685,1.3621452414461856e-05,0.18235131567117932,5.90148578620598e-05,0.02231078239842185,0.00985953782900898,0.167190078141696,0.013508739507381901,0.05820323487712992,0.0004835140434061044,1.3522097130782995,6.892050647713754e-05,0.00642035912800251,0.00012027596069552267,0.1460067339855183,0.027762795203906517,0.00023881102903658533,0.05394874394764926,0.13435944155408758,0.0020499559095516623,0.09304051802189638,0.0,0.0,0.0,0.0,0.0,0.0,3.5963325591757895,0.0,0.0,0.0,0.4568182397633791,0.0,0.0,0.0,0.0,0.0,0.0
6,2019-04-07,2019-04,0.0,0.0008332728821528827,0.6432985686035018,0.04377197886875795,0.08574601856654461,0.01849417128972936,0.0,0.080778884436055,8.470863815550031e-06,0.3361193304890093,4.184082806258201,0.023781925244210793,0.0,0.06382596522262025,0.0004970508690223492,0.03816837161609661,1.6721161001638163,0.0002989056520200292,0.00691266771637576,2.979053788522945e-05,0.23773572814066546,0.0005358895978880592,0.0,0.00030227641064131135,0.004664772140135772,0.006072926666097793,0.0008626046495999594,0.038296746307621136,0.14765837271411916,0.0024384328671369997,0.012744857094101322,0.0003465532716532362,0.010800218043155304,1.8342443912041815e-05,0.03972860088526885,0.5550326424036189,0.015396945412389533,8.5011627219004e-06,4.582532625858984e-06,0.019960190126260952,0.0010224003177345257,0.002246579287907036,0.002959224648949508,0.0010999321876354992,0.006367078931351184,0.008994590811263808,0.0021929772044750693,0.002061147884166911,0.0018221291965613035,0.010877641126880382,0.013815382540928128,0.0008786681726625146,0.004580298731487076,0.00022525134837840521,0.0010828424303986864,0.01156286509630598,1.1012414306490546,0.035151429044585465,0.06292846616941296,0.004739987990781345,4.784548747331438,6.121782375094748e-05,0.02082241167804717,0.007386700370378205,0.42771567922567927,0.15790406098462514,7.344341986108756e-05,0.011619585261635082,0.10958138528301949,0.17787016442897305,0.21865126112027222,0.0,0.0,0.0,0.0,0.0,0.0,7.6758235331624745,0.0,0.0,0.0,0.6553011359646916,0.0,0.0,0.0,0.0,0.0,0.0
7,2019-04-08,2019-04,0.0,0.0002596681068710266,0.024664313812008922,5.544628487469733e-05,0.0806365861330422,0.08693970849826528,0.0,0.019505818624000897,3.734052326457965e-05,0.2641386030516442,1.4200892611626577,0.005808488643886098,0.0,0.015496813598737712,0.0035365069703085757,0.006313269444565103,0.10908392744267242,8.642645263584686e-05,0.027813902767240092,0.0005262868743026734,0.38049943563359,0.08380446109086452,0.0,5.129939903110629e-05,0.003082202646220588,0.02538552656934818,0.00040774404799563034,0.21823355393395216,0.02025673619997078,0.010182915238105732,0.02411976846928224,0.0021735415268753907,0.0008516173389292033,0.007008651596562827,0.0030446775533384835,2.355386445223135,0.016200439089901375,0.00011911351672952596,3.0455405998638472e-05,0.18099660201327042,0.007848475280093076,9.947410086227385e-05,0.013722480493893414,0.011651986954177995,2.6555270937965584e-05,0.0009841599201804363,0.0013644617992954666,0.0027800725003792387,0.0031697859006089542,0.11047842263621735,0.06318188888049195,0.0003687438703052017,0.00901439322254424,0.0006341186010286193,0.04161102663061773,0.0007413907229165041,0.1909596473097527,0.01672569545711694,0.011179181985153566,0.0029257818864845166,0.7721093446338735,0.0023410427642762644,0.036795003802049336,0.0028480008886567635,0.005993851942803372,0.053523783486941624,0.00011712072963002224,0.08143246765468469,0.006496815599164586,0.02199512334533338,0.09924569173636544,0.0,0.0,0.0,0.0,0.0,0.0,4.057957820678976,0.0,0.0,0.0,0.35000057909637683,0.0,0.0,0.0,0.0,0.0,0.0
8,2019-04-09,2019-04,0.0,0.00035299799184325853,0.01561571559398668,0.006329212087946007,0.015703501176137856,0.010273696563576996,0.0,0.046224341528539645,9.28119124137624e-06,0.0026951961946467267,1.0473245361624022,0.07698545819472934,0.0,0.10758396505540314,8.816513138818024e-05,0.0005505400357621776,0.24768344833968453,2.0392459230568304e-05,0.004130149407844424,0.001105160968950783,0.0611943407208914,0.04615014186492998,0.0,1.2079661932050263e-05,0.04602793784974002,0.0022905426350955833,7.647387026176831e-05,0.009985336763070327,0.022444474238454224,0.003787090439281127,0.10258570062993468,0.001175457894394064,0.0017863728365003142,0.013368714133165578,0.012430152170408267,1.737263124999702,0.0052726040440497736,0.00013088531794320748,9.656541442060854e-06,0.05205171342478673,0.0274441606874803,4.9953550258289225e-05,0.1144277979439361,0.0006924400707980602,0.0016539676747594513,0.0242894973369321,0.000212802594501203,0.0019247187225789708,0.08397890354899205,0.002859314173127505,0.04790004459718524,0.0005660695557797329,0.6949657532505634,1.001804738184717e-05,0.006097009876759641,0.007614058586261995,0.03879687965429703,0.01636080707223413,0.023516798194519413,0.00043467501451754334,0.7915013188425817,0.00023265754405633624,0.001849977333655158,0.002566335250408043,0.02841819453361868,0.02697522364023164,0.000777805220233351,0.022699628987051565,0.132476127591613,0.001168957670432509,0.08408712314805232,0.0,0.0,0.0,0.0,0.0,0.0,6.292151373218406,0.0,0.0,0.0,0.5100531403440982,0.0,0.0,0.0,0.0,0.0,0.0
9,2019-04-10,2019-04,0.0,8.513337882962277e-06,0.004033336637286517,0.0004500654404894941,0.1665484173949751,0.009206584893784873,0.0,0.607344801714138,1.3811334514937451e-06,0.07196870593481655,0.3150621762108325,0.03718796246775591,0.0,0.003235680022843829,0.0006153021301224919,0.03552168579655133,0.03761483024808477,1.8558039122048616e-05,0.0045738294652270415,0.007248713224426542,0.18520540747422204,0.08025022815181537,0.0,5.2613808737214024e-05,0.0001924141285776842,0.01275283968601059,0.000471902804174532,0.008957165899194593,0.0128743750035917,0.011620675813384971,0.0032798927376839924,0.0003669594003617251,0.0004013916649267639,0.007619697702054136,0.011427570294722167,0.18130580996131573,0.08003947143087836,4.689487644525922e-06,2.1344575923976872e-05,0.8772882373618236,0.012136715268243678,0.002775905241606217,0.15757301175277869,0.0035313016301696063,0.0026483492045944615,0.002525130555657238,0.005213416610762199,0.001390603356709944,0.03780136374481687,0.1358106439680063,0.062447173392098425,0.0004885772606029074,0.20040778769149964,0.0012287406716759038,0.0006970318890536026,0.2927695184188831,0.4345356277971808,0.02697608431253887,0.002219899563276781,0.0008521182531858831,1.3841849991492576,0.0009792798081992992,0.011144577826981765,0.004955691656223404,0.022263489911053487,0.010583358093377192,5.3963019307117155e-05,0.09008037517826759,0.03816222333847596,0.00656243980100645,0.08291608971077274,0.0,0.0,0.0,0.0,0.0,0.0,6.381170488470658,0.0,0.0,0.0,0.539159631356597,0.0,0.0,0.0,0.0,0.0,0.0
